match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
cooper et al._1996_263,cooper et al._1996,no comm,,3,cooper et al._1996_13,cooper et al._1996_18,1,3
cooper et al._1996_264,cooper et al._1996,no comm,,3,cooper et al._1996_15,cooper et al._1996_20,1,3
cooper et al._1996_265,cooper et al._1996,no comm,,3,cooper et al._1996_17,cooper et al._1996_22,1,3
cooper et al._1996_266,cooper et al._1996,no comm,,3,cooper et al._1996_19,cooper et al._1996_24,1,4
cooper et al._1996_267,cooper et al._1996,no comm,,3,cooper et al._1996_2,cooper et al._1996_37,2,4
cooper et al._1996_268,cooper et al._1996,no comm,,3,cooper et al._1996_21,cooper et al._1996_26,1,3
cooper et al._1996_269,cooper et al._1996,no comm,,3,cooper et al._1996_23,cooper et al._1996_28,2,4
cooper et al._1996_270,cooper et al._1996,no comm,,3,cooper et al._1996_25,cooper et al._1996_30,2,3
cooper et al._1996_271,cooper et al._1996,no comm,,3,cooper et al._1996_27,cooper et al._1996_32,2,4
cooper et al._1996_272,cooper et al._1996,no comm,,3,cooper et al._1996_29,cooper et al._1996_34,1,3
cooper et al._1996_273,cooper et al._1996,no comm,,3,cooper et al._1996_3,cooper et al._1996_8,1,3
cooper et al._1996_274,cooper et al._1996,no comm,,3,cooper et al._1996_31,cooper et al._1996_36,2,3
cooper et al._1996_275,cooper et al._1996,no comm,,3,cooper et al._1996_33,cooper et al._1996_38,1,4
cooper et al._1996_276,cooper et al._1996,no comm,,3,cooper et al._1996_35,cooper et al._1996_40,1,3
cooper et al._1996_277,cooper et al._1996,no comm,,3,cooper et al._1996_4,cooper et al._1996_39,1,4
cooper et al._1996_278,cooper et al._1996,no comm,,3,cooper et al._1996_5,cooper et al._1996_10,1,3
cooper et al._1996_279,cooper et al._1996,no comm,,3,cooper et al._1996_7,cooper et al._1996_12,1,4
cooper et al._1996_280,cooper et al._1996,no comm,,3,cooper et al._1996_9,cooper et al._1996_14,1,3
cooper et al._1996_281,cooper et al._1996,no comm,,4,cooper et al._1996_1,cooper et al._1996_8,1,3
cooper et al._1996_282,cooper et al._1996,no comm,,4,cooper et al._1996_11,cooper et al._1996_18,2,3
cooper et al._1996_283,cooper et al._1996,no comm,,4,cooper et al._1996_13,cooper et al._1996_20,2,4
cooper et al._1996_284,cooper et al._1996,no comm,,4,cooper et al._1996_15,cooper et al._1996_22,2,3
cooper et al._1996_285,cooper et al._1996,no comm,,4,cooper et al._1996_17,cooper et al._1996_24,2,3
cooper et al._1996_286,cooper et al._1996,no comm,,4,cooper et al._1996_19,cooper et al._1996_26,2,3
cooper et al._1996_287,cooper et al._1996,no comm,,4,cooper et al._1996_2,cooper et al._1996_35,2,4
cooper et al._1996_288,cooper et al._1996,no comm,,4,cooper et al._1996_21,cooper et al._1996_28,1,3
cooper et al._1996_289,cooper et al._1996,no comm,,4,cooper et al._1996_23,cooper et al._1996_30,2,4
cooper et al._1996_290,cooper et al._1996,no comm,,4,cooper et al._1996_25,cooper et al._1996_32,2,3
cooper et al._1996_291,cooper et al._1996,no comm,,4,cooper et al._1996_27,cooper et al._1996_34,1,4
cooper et al._1996_292,cooper et al._1996,no comm,,4,cooper et al._1996_29,cooper et al._1996_36,1,3
cooper et al._1996_293,cooper et al._1996,no comm,,4,cooper et al._1996_3,cooper et al._1996_10,2,4
cooper et al._1996_294,cooper et al._1996,no comm,,4,cooper et al._1996_31,cooper et al._1996_38,2,3
cooper et al._1996_295,cooper et al._1996,no comm,,4,cooper et al._1996_33,cooper et al._1996_40,1,3
cooper et al._1996_296,cooper et al._1996,no comm,,4,cooper et al._1996_4,cooper et al._1996_37,2,3
cooper et al._1996_297,cooper et al._1996,no comm,,4,cooper et al._1996_5,cooper et al._1996_12,2,3
cooper et al._1996_298,cooper et al._1996,no comm,,4,cooper et al._1996_6,cooper et al._1996_39,1,3
cooper et al._1996_299,cooper et al._1996,no comm,,4,cooper et al._1996_7,cooper et al._1996_14,2,3
cooper et al._1996_300,cooper et al._1996,no comm,,4,cooper et al._1996_9,cooper et al._1996_16,2,3
cooper et al._1996_301,cooper et al._1996,no comm,,5,cooper et al._1996_1,cooper et al._1996_10,1,3
cooper et al._1996_302,cooper et al._1996,no comm,,5,cooper et al._1996_11,cooper et al._1996_20,2,4
cooper et al._1996_303,cooper et al._1996,no comm,,5,cooper et al._1996_13,cooper et al._1996_22,2,4
cooper et al._1996_304,cooper et al._1996,no comm,,5,cooper et al._1996_15,cooper et al._1996_24,1,3
cooper et al._1996_305,cooper et al._1996,no comm,,5,cooper et al._1996_17,cooper et al._1996_26,1,4
cooper et al._1996_306,cooper et al._1996,no comm,,5,cooper et al._1996_19,cooper et al._1996_28,1,3
cooper et al._1996_307,cooper et al._1996,no comm,,5,cooper et al._1996_2,cooper et al._1996_33,1,4
cooper et al._1996_308,cooper et al._1996,no comm,,5,cooper et al._1996_21,cooper et al._1996_30,2,3
cooper et al._1996_309,cooper et al._1996,no comm,,5,cooper et al._1996_23,cooper et al._1996_32,1,3
cooper et al._1996_310,cooper et al._1996,no comm,,5,cooper et al._1996_25,cooper et al._1996_34,1,3
cooper et al._1996_311,cooper et al._1996,no comm,,5,cooper et al._1996_27,cooper et al._1996_36,2,3
cooper et al._1996_312,cooper et al._1996,no comm,,5,cooper et al._1996_29,cooper et al._1996_38,1,4
cooper et al._1996_313,cooper et al._1996,no comm,,5,cooper et al._1996_3,cooper et al._1996_12,1,4
cooper et al._1996_314,cooper et al._1996,no comm,,5,cooper et al._1996_31,cooper et al._1996_40,2,3
cooper et al._1996_315,cooper et al._1996,no comm,,5,cooper et al._1996_4,cooper et al._1996_35,2,3
cooper et al._1996_316,cooper et al._1996,no comm,,5,cooper et al._1996_5,cooper et al._1996_14,2,3
cooper et al._1996_317,cooper et al._1996,no comm,,5,cooper et al._1996_6,cooper et al._1996_37,1,4
cooper et al._1996_318,cooper et al._1996,no comm,,5,cooper et al._1996_7,cooper et al._1996_16,1,3
cooper et al._1996_319,cooper et al._1996,no comm,,5,cooper et al._1996_8,cooper et al._1996_39,1,4
cooper et al._1996_320,cooper et al._1996,no comm,,5,cooper et al._1996_9,cooper et al._1996_18,2,3
cooper et al._1996_321,cooper et al._1996,no comm,,6,cooper et al._1996_1,cooper et al._1996_12,1,3
cooper et al._1996_322,cooper et al._1996,no comm,,6,cooper et al._1996_10,cooper et al._1996_39,2,3
cooper et al._1996_323,cooper et al._1996,no comm,,6,cooper et al._1996_11,cooper et al._1996_22,1,3
cooper et al._1996_324,cooper et al._1996,no comm,,6,cooper et al._1996_13,cooper et al._1996_24,1,4
cooper et al._1996_325,cooper et al._1996,no comm,,6,cooper et al._1996_15,cooper et al._1996_26,2,3
cooper et al._1996_326,cooper et al._1996,no comm,,6,cooper et al._1996_17,cooper et al._1996_28,2,4
cooper et al._1996_327,cooper et al._1996,no comm,,6,cooper et al._1996_19,cooper et al._1996_30,2,3
cooper et al._1996_328,cooper et al._1996,no comm,,6,cooper et al._1996_2,cooper et al._1996_31,2,4
cooper et al._1996_329,cooper et al._1996,no comm,,6,cooper et al._1996_21,cooper et al._1996_32,2,3
cooper et al._1996_330,cooper et al._1996,no comm,,6,cooper et al._1996_23,cooper et al._1996_34,1,4
cooper et al._1996_331,cooper et al._1996,no comm,,6,cooper et al._1996_25,cooper et al._1996_36,1,3
cooper et al._1996_332,cooper et al._1996,no comm,,6,cooper et al._1996_27,cooper et al._1996_38,2,3
cooper et al._1996_333,cooper et al._1996,no comm,,6,cooper et al._1996_29,cooper et al._1996_40,2,3
cooper et al._1996_334,cooper et al._1996,no comm,,6,cooper et al._1996_3,cooper et al._1996_14,1,3
cooper et al._1996_335,cooper et al._1996,no comm,,6,cooper et al._1996_4,cooper et al._1996_33,1,4
cooper et al._1996_336,cooper et al._1996,no comm,,6,cooper et al._1996_5,cooper et al._1996_16,2,3
cooper et al._1996_337,cooper et al._1996,no comm,,6,cooper et al._1996_6,cooper et al._1996_35,1,3
cooper et al._1996_338,cooper et al._1996,no comm,,6,cooper et al._1996_7,cooper et al._1996_18,1,3
cooper et al._1996_339,cooper et al._1996,no comm,,6,cooper et al._1996_8,cooper et al._1996_37,1,3
cooper et al._1996_340,cooper et al._1996,no comm,,6,cooper et al._1996_9,cooper et al._1996_20,2,3
cooper et al._1996_341,cooper et al._1996,no comm,,7,cooper et al._1996_1,cooper et al._1996_14,1,3
cooper et al._1996_342,cooper et al._1996,no comm,,7,cooper et al._1996_10,cooper et al._1996_37,2,3
cooper et al._1996_343,cooper et al._1996,no comm,,7,cooper et al._1996_11,cooper et al._1996_24,2,3
cooper et al._1996_344,cooper et al._1996,no comm,,7,cooper et al._1996_12,cooper et al._1996_39,1,3
cooper et al._1996_345,cooper et al._1996,no comm,,7,cooper et al._1996_13,cooper et al._1996_26,1,4
cooper et al._1996_346,cooper et al._1996,no comm,,7,cooper et al._1996_15,cooper et al._1996_28,1,4
cooper et al._1996_347,cooper et al._1996,no comm,,7,cooper et al._1996_17,cooper et al._1996_30,1,3
cooper et al._1996_348,cooper et al._1996,no comm,,7,cooper et al._1996_19,cooper et al._1996_32,1,3
cooper et al._1996_349,cooper et al._1996,no comm,,7,cooper et al._1996_2,cooper et al._1996_29,2,4
cooper et al._1996_350,cooper et al._1996,no comm,,7,cooper et al._1996_21,cooper et al._1996_34,2,3
cooper et al._1996_351,cooper et al._1996,no comm,,7,cooper et al._1996_23,cooper et al._1996_36,1,3
cooper et al._1996_352,cooper et al._1996,no comm,,7,cooper et al._1996_25,cooper et al._1996_38,1,4
cooper et al._1996_353,cooper et al._1996,no comm,,7,cooper et al._1996_27,cooper et al._1996_40,1,4
cooper et al._1996_354,cooper et al._1996,no comm,,7,cooper et al._1996_3,cooper et al._1996_16,1,3
cooper et al._1996_355,cooper et al._1996,no comm,,7,cooper et al._1996_4,cooper et al._1996_31,1,3
cooper et al._1996_356,cooper et al._1996,no comm,,7,cooper et al._1996_5,cooper et al._1996_18,1,4
cooper et al._1996_357,cooper et al._1996,no comm,,7,cooper et al._1996_6,cooper et al._1996_33,1,3
cooper et al._1996_358,cooper et al._1996,no comm,,7,cooper et al._1996_7,cooper et al._1996_20,1,3
cooper et al._1996_359,cooper et al._1996,no comm,,7,cooper et al._1996_8,cooper et al._1996_35,2,3
cooper et al._1996_360,cooper et al._1996,no comm,,7,cooper et al._1996_9,cooper et al._1996_22,1,3
cooper et al._1996_361,cooper et al._1996,no comm,,8,cooper et al._1996_1,cooper et al._1996_16,2,3
cooper et al._1996_362,cooper et al._1996,no comm,,8,cooper et al._1996_10,cooper et al._1996_35,2,4
cooper et al._1996_363,cooper et al._1996,no comm,,8,cooper et al._1996_11,cooper et al._1996_26,2,4
cooper et al._1996_364,cooper et al._1996,no comm,,8,cooper et al._1996_12,cooper et al._1996_37,1,3
cooper et al._1996_365,cooper et al._1996,no comm,,8,cooper et al._1996_13,cooper et al._1996_28,2,3
cooper et al._1996_366,cooper et al._1996,no comm,,8,cooper et al._1996_14,cooper et al._1996_39,1,3
cooper et al._1996_367,cooper et al._1996,no comm,,8,cooper et al._1996_15,cooper et al._1996_30,1,3
cooper et al._1996_368,cooper et al._1996,no comm,,8,cooper et al._1996_17,cooper et al._1996_32,2,3
cooper et al._1996_369,cooper et al._1996,no comm,,8,cooper et al._1996_19,cooper et al._1996_34,1,3
cooper et al._1996_370,cooper et al._1996,no comm,,8,cooper et al._1996_2,cooper et al._1996_27,2,3
cooper et al._1996_371,cooper et al._1996,no comm,,8,cooper et al._1996_21,cooper et al._1996_36,1,3
cooper et al._1996_372,cooper et al._1996,no comm,,8,cooper et al._1996_23,cooper et al._1996_38,2,3
cooper et al._1996_373,cooper et al._1996,no comm,,8,cooper et al._1996_25,cooper et al._1996_40,1,3
cooper et al._1996_374,cooper et al._1996,no comm,,8,cooper et al._1996_3,cooper et al._1996_18,1,4
cooper et al._1996_375,cooper et al._1996,no comm,,8,cooper et al._1996_4,cooper et al._1996_29,1,3
cooper et al._1996_376,cooper et al._1996,no comm,,8,cooper et al._1996_5,cooper et al._1996_20,1,3
cooper et al._1996_377,cooper et al._1996,no comm,,8,cooper et al._1996_6,cooper et al._1996_31,2,4
cooper et al._1996_378,cooper et al._1996,no comm,,8,cooper et al._1996_7,cooper et al._1996_22,1,4
cooper et al._1996_379,cooper et al._1996,no comm,,8,cooper et al._1996_8,cooper et al._1996_33,2,3
cooper et al._1996_380,cooper et al._1996,no comm,,8,cooper et al._1996_9,cooper et al._1996_24,1,3
cooper et al._1996_381,cooper et al._1996,no comm,,9,cooper et al._1996_1,cooper et al._1996_18,1,3
cooper et al._1996_382,cooper et al._1996,no comm,,9,cooper et al._1996_10,cooper et al._1996_33,1,4
cooper et al._1996_383,cooper et al._1996,no comm,,9,cooper et al._1996_11,cooper et al._1996_28,1,3
cooper et al._1996_384,cooper et al._1996,no comm,,9,cooper et al._1996_12,cooper et al._1996_35,1,4
cooper et al._1996_385,cooper et al._1996,no comm,,9,cooper et al._1996_13,cooper et al._1996_30,1,3
cooper et al._1996_386,cooper et al._1996,no comm,,9,cooper et al._1996_14,cooper et al._1996_37,1,3
cooper et al._1996_387,cooper et al._1996,no comm,,9,cooper et al._1996_15,cooper et al._1996_32,1,4
cooper et al._1996_388,cooper et al._1996,no comm,,9,cooper et al._1996_16,cooper et al._1996_39,1,3
cooper et al._1996_389,cooper et al._1996,no comm,,9,cooper et al._1996_17,cooper et al._1996_34,1,3
cooper et al._1996_390,cooper et al._1996,no comm,,9,cooper et al._1996_19,cooper et al._1996_36,1,3
cooper et al._1996_391,cooper et al._1996,no comm,,9,cooper et al._1996_2,cooper et al._1996_25,1,3
cooper et al._1996_392,cooper et al._1996,no comm,,9,cooper et al._1996_21,cooper et al._1996_38,2,4
cooper et al._1996_393,cooper et al._1996,no comm,,9,cooper et al._1996_23,cooper et al._1996_40,2,4
cooper et al._1996_394,cooper et al._1996,no comm,,9,cooper et al._1996_3,cooper et al._1996_20,2,4
cooper et al._1996_395,cooper et al._1996,no comm,,9,cooper et al._1996_4,cooper et al._1996_27,1,3
cooper et al._1996_396,cooper et al._1996,no comm,,9,cooper et al._1996_5,cooper et al._1996_22,1,4
cooper et al._1996_397,cooper et al._1996,no comm,,9,cooper et al._1996_6,cooper et al._1996_29,1,3
cooper et al._1996_398,cooper et al._1996,no comm,,9,cooper et al._1996_7,cooper et al._1996_24,1,3
cooper et al._1996_399,cooper et al._1996,no comm,,9,cooper et al._1996_8,cooper et al._1996_31,2,3
cooper et al._1996_400,cooper et al._1996,no comm,,9,cooper et al._1996_9,cooper et al._1996_26,1,4
